CustomerID,Region,TownSize,Gender,Age,EducationYears,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,AgeRanges,TotalDebt,TotalDebtRanges,HHIncomeRanges,DebtToIncomeRatio_2,DebtToIncomeRatio_rec,TotalLastMonth,TotalOverTenure,VoicePerMonth,EquipmentPerMonth,DataPerMonth,TotalPerMonth,TotalLastMonthBins,RevenueType,PhoneCoTenureYears,Top50_Bottom50,Top_Customers,JobCategoryNo,TotalServicesUsed
3146-FGHMHR-DZP,5,2,0,50,18,1,8,1,103000,14.0,3.5184800000000003,10.90152,1,1,2,0,1,0,1,46900,22,0,1,32,9,3164,1,71,132,3315,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,23,0,1,1,1,0,4,14.42,4,4,140.0,7,132,3315,46.690140845070424,0.0,0.0,46,5,1,5,0,High Value,2,3
3718-NQXURK-9W9,5,5,1,35,13,1,10,1,87000,5.6,3.137568,1.734432,1,1,4,0,3,0,0,46300,25,1,0,14,7,2438,0,44,27,461,1,0,0,0,0,36,1593,1,0,1,0,0,0,0,0,1,25,0,1,1,1,1,3,4.872,2,3,56.0,3,63,2054,10.477272727272727,0.0,36.20454545454545,46,3,2,3,0,Low Value,4,8
3957-VXHRNX-HRM,4,4,0,64,19,1,4,1,31000,16.4,2.3437240000000004,2.7402759999999997,1,0,1,1,2,0,0,15600,27,1,1,17,16,3706,1,37,36,498,0,34,1229,1,1,0,0,1,0,1,0,1,1,1,0,0,18,0,1,0,1,1,5,5.084,3,2,164.0,7,70,1727,13.45945945945946,33.21621621621622,0.0,46,3,2,3,0,Low Value,1,4
9762-TBYLNL-C4U,5,5,0,22,17,1,0,1,19000,7.0,0.37373,0.9562700000000001,1,0,1,1,2,0,1,10300,27,0,1,2,6,1333,1,3,8,11,0,30,69,1,0,26,60,0,0,0,0,1,0,1,1,0,31,0,0,0,1,0,1,1.33,1,1,70.0,4,64,140,3.6666666666666665,23.0,20.0,46,3,3,0,0,Low Value,2,7
0939-TKCSFT-L6M,3,3,1,68,14,0,27,0,20000,4.0,0.2368,0.5632,1,0,2,1,1,1,0,9500,23,0,0,40,9,1085,1,73,135,3406,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,14,1,1,1,1,0,5,0.8,0,1,40.0,2,135,3406,46.657534246575345,0.0,0.0,46,5,1,5,0,High Value,6,3
8621-DROOEF-9Q9,4,2,1,42,16,1,5,1,92000,5.1,2.308464,2.383536,1,1,2,1,3,0,0,45600,26,0,1,17,12,5421,1,37,44,613,0,32,1113,1,1,0,0,0,1,1,1,1,0,0,0,1,16,1,0,0,1,0,4,4.692,2,3,51.0,3,76,1726,16.56756756756757,30.08108108108108,0.0,46,3,2,3,0,Mid Value,1,5
9285-OLGYYU-RXX,3,1,1,65,17,1,9,1,70000,10.6,1.1797799999999998,6.24022,1,1,2,1,1,0,1,33400,26,1,1,18,10,3682,1,42,40,666,0,34,1293,0,1,0,0,0,1,0,0,0,0,0,1,0,22,0,0,1,1,1,5,7.42,3,3,106.0,6,74,1959,15.857142857142858,30.785714285714285,0.0,46,3,2,3,0,Mid Value,2,8
2036-JPTITN-SIB,5,2,1,28,12,1,6,1,34000,1.1,0.084898,0.289102,1,1,4,1,2,0,1,16100,23,0,0,10,9,10509,1,38,45,605,0,30,1167,0,1,0,0,1,1,1,0,1,1,1,1,1,35,0,1,0,1,1,2,0.374,0,2,11.0,1,75,1772,15.921052631578947,30.710526315789473,0.0,46,3,2,3,0,Mid Value,1,3
8762-XYJFZL-3L7,4,2,1,19,14,1,0,1,18000,1.2,0.042768,0.173232,0,1,6,0,1,0,0,9400,18,0,0,1,15,4348,0,13,52,233,0,33,373,1,1,0,0,0,0,1,0,1,1,1,1,0,28,0,1,0,1,0,1,0.216,0,1,12.0,1,85,606,17.923076923076923,28.692307692307693,0.0,46,4,2,1,0,Mid Value,2,4
0719-WMSRMU-7HZ,5,1,0,78,19,1,18,1,40000,8.3,0.37184,2.9481599999999997,1,0,1,1,1,0,1,18600,20,1,0,26,10,2791,1,42,43,636,0,34,1319,0,1,0,0,0,1,0,0,0,1,1,0,0,20,0,0,1,1,0,5,3.32,2,2,83.0,5,77,1955,15.142857142857142,31.404761904761905,0.0,46,3,2,3,0,Mid Value,1,7
2468-DZXCJU-2GM,4,2,1,73,19,0,13,0,12000,9.4,0.7614,0.3666,1,1,2,1,1,1,0,5700,23,1,0,33,14,2808,1,60,31,622,0,35,2169,0,1,0,0,0,1,1,0,1,1,0,0,0,23,0,0,0,1,0,5,1.128,1,1,94.0,5,66,2791,10.366666666666667,36.15,0.0,46,3,2,4,0,Low Value,1,6
4798-XIHEUW-NY0,4,1,0,24,18,1,0,1,30000,4.4,0.15444000000000002,1.16556,0,1,4,1,3,0,1,13800,21,0,0,6,14,4349,0,55,31,594,0,36,1961,0,1,0,0,1,0,0,0,0,0,1,0,0,22,0,0,0,1,0,2,1.3199999999999998,1,1,44.0,3,67,2555,10.8,35.654545454545456,0.0,46,3,2,4,0,Low Value,2,8
1577-VXNSMP-M3E,5,5,1,38,16,1,12,1,113000,2.9,1.4812040000000002,1.795796,1,1,2,0,4,0,1,62800,40,0,0,20,5,1701,0,53,17,336,0,40,2126,1,1,0,0,0,0,1,0,1,1,0,1,0,14,0,0,0,1,0,3,3.277,2,4,29.0,2,57,2462,6.339622641509434,40.113207547169814,0.0,46,3,2,4,0,Low Value,3,5
3620-WTTEBO-K0R,5,3,1,58,15,1,23,1,80000,9.1,4.4772,2.8028,1,1,2,1,2,0,1,48000,24,1,1,39,13,8717,1,71,126,3297,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,26,0,0,1,1,0,4,7.279999999999999,3,3,91.0,5,126,3297,46.436619718309856,0.0,0.0,46,5,1,5,0,High Value,4,6
8303-FMTTXN-4DO,5,5,1,73,11,0,33,0,13000,23.9,0.720824,2.386176,1,0,3,1,3,1,0,7000,26,1,1,38,10,2291,0,73,132,3389,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,25,1,1,1,1,0,5,3.1069999999999998,2,1,239.0,8,132,3389,46.42465753424658,0.0,0.0,46,5,1,5,0,High Value,3,2
1518-JGDELC-VUO,5,5,0,58,13,1,20,1,77000,6.3,1.479555,3.3714449999999996,1,1,2,1,2,0,1,44000,38,0,0,21,11,4880,1,39,23,371,0,37,1439,0,1,0,0,0,0,0,0,1,1,1,1,0,15,0,0,0,0,1,4,4.850999999999999,2,3,63.0,4,60,1810,9.512820512820513,36.8974358974359,0.0,46,3,2,3,0,Low Value,3,6
7325-TXSREJ-9GJ,3,3,0,39,21,0,1,1,30000,0.9,0.046439999999999995,0.22355999999999998,1,0,1,0,2,0,0,13900,28,1,1,13,8,2743,0,21,23,169,0,40,804,1,1,0,0,0,0,1,0,1,1,1,1,0,24,0,0,0,1,1,3,0.26999999999999996,0,1,9.0,1,63,973,8.047619047619047,38.285714285714285,0.0,46,3,2,1,0,Low Value,2,4
0412-LYGHKQ-8SE,1,1,0,64,19,1,15,0,32000,9.9,0.7096319999999999,2.458368,1,1,2,0,2,1,0,15300,19,0,1,29,5,916,0,64,56,1261,0,27,1703,0,1,0,0,0,1,1,1,1,1,1,1,1,17,0,0,0,1,0,5,3.168,2,2,99.0,5,83,2964,19.703125,26.609375,0.0,46,3,2,5,0,Mid Value,4,3
1987-BENLKO-AF6,4,4,0,41,14,1,12,1,63000,2.6,0.296478,1.3415219999999999,1,0,4,0,0,2,2,-1000,25,1,1,18,14,3869,1,37,39,534,0,32,1179,0,1,0,0,1,1,1,0,1,1,1,1,1,15,0,1,0,1,0,4,1.638,1,3,26.0,2,71,1713,14.432432432432432,31.864864864864863,0.0,46,3,2,3,0,Mid Value,1,3
9316-IVCNSL-MPG,2,2,0,63,15,1,4,1,45000,9.0,0.2673,3.7827,1,1,2,1,2,1,1,25400,30,1,1,37,11,5264,1,70,140,3240,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,19,1,1,1,1,0,5,4.05,2,2,90.0,5,140,3240,46.285714285714285,0.0,0.0,46,5,1,5,0,High Value,2,2
9295-PQTLNQ-F0C,2,2,1,63,18,0,4,1,31000,17.5,2.381575,3.043425,0,0,1,1,1,0,0,19000,17,1,0,16,7,2431,1,18,35,235,0,34,598,0,1,0,0,0,0,0,0,1,1,0,0,1,21,0,1,0,1,0,5,5.425000000000001,3,2,175.0,7,69,833,13.055555555555555,33.22222222222222,0.0,46,3,2,1,0,Low Value,1,8
6764-RLBSBF-VL4,1,1,1,73,18,0,18,0,14000,10.1,1.28674,0.12725999999999998,1,1,2,1,1,1,0,10500,27,0,0,27,17,2528,0,52,32,537,0,34,1861,0,1,0,0,0,1,1,0,1,0,1,1,0,18,0,0,0,1,0,5,1.414,1,1,101.0,6,66,2398,10.326923076923077,35.78846153846154,0.0,46,3,2,4,0,Low Value,2,5
9405-TTUAHX-GC0,4,4,1,24,15,1,2,1,26000,2.8,0.323232,0.40476799999999996,1,1,4,1,3,0,1,12900,19,0,0,6,11,4540,1,44,23,349,0,36,1680,0,1,0,0,0,0,1,0,1,1,1,1,0,23,0,0,0,1,1,2,0.728,0,1,28.0,2,59,2029,7.931818181818182,38.18181818181818,0.0,46,3,2,3,0,Low Value,4,5
8626-NKWYNG-LN8,2,2,1,61,9,0,26,1,98000,7.9,1.138074,6.6039259999999995,1,1,2,1,3,0,0,45800,20,1,1,33,16,4129,0,66,52,1162,1,0,0,0,0,28,1880,0,0,1,0,0,0,0,0,1,16,0,1,1,1,0,5,7.741999999999999,3,3,79.0,4,80,3042,17.606060606060606,0.0,28.484848484848484,46,3,2,5,0,Mid Value,6,9
9421-HDHCAJ-PTH,3,2,1,55,12,0,20,0,9000,9.4,0.347706,0.49829399999999996,1,1,4,1,1,1,0,6700,23,1,1,35,14,1941,1,70,67,1749,0,21,1476,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,4,0.846,0,0,94.0,5,88,3225,24.985714285714284,21.085714285714285,0.0,46,4,2,5,0,Mid Value,4,4
8819-ICVEWX-9VL,2,1,1,45,14,1,20,1,161000,6.0,2.77242,6.887580000000001,1,1,6,1,2,0,1,60300,21,1,0,27,17,13388,1,61,34,714,1,0,0,0,0,34,2096,0,0,1,1,0,0,0,0,1,18,1,1,0,1,0,4,9.66,3,4,60.0,3,68,2810,11.704918032786885,0.0,34.36065573770492,46,3,2,5,0,Low Value,3,8
9087-SPYAKC-3QO,2,4,0,66,10,1,11,1,34000,22.3,1.372342,6.209658,1,0,1,1,2,0,1,18200,27,1,0,24,11,2711,1,56,29,588,1,0,0,0,0,33,1991,0,0,0,0,0,0,0,0,1,21,0,0,1,0,1,5,7.582,3,2,223.0,8,62,2579,10.5,0.0,35.55357142857143,46,3,2,4,0,Low Value,1,10
2440-ZXMHXC-WGP,2,4,0,23,15,1,0,1,43000,5.6,0.6670159999999999,1.740984,1,0,1,0,3,0,1,17600,31,1,1,5,8,3214,1,62,48,1000,1,0,0,0,0,30,1854,0,0,0,0,0,0,0,1,1,19,0,0,1,1,1,1,2.408,1,2,56.0,3,78,2854,16.129032258064516,0.0,29.903225806451612,46,3,2,5,0,Mid Value,2,9
7865-BNVTDE-9BH,2,1,1,73,10,1,10,0,14000,7.1,0.224644,0.769356,1,1,2,1,4,0,1,6600,22,1,0,39,7,1157,1,73,136,3360,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,21,1,1,1,1,0,5,0.994,0,1,71.0,4,136,3360,46.02739726027397,0.0,0.0,46,5,1,5,0,High Value,2,6
2417-ZAVMCY-OAE,2,4,1,48,18,1,6,1,31000,24.8,1.207016,6.480983999999999,0,1,4,1,4,1,0,14700,23,0,1,24,8,3079,1,40,52,672,0,29,1168,0,1,0,0,0,1,1,0,1,1,1,1,1,16,0,1,0,1,1,4,7.688,3,2,248.0,8,81,1840,16.8,29.2,0.0,46,3,2,3,0,Mid Value,1,4
4832-HIYXCW-RHO,5,5,1,40,16,1,4,1,31000,8.1,1.453869,1.057131,1,1,3,0,2,0,0,14600,32,0,0,1,9,2244,1,6,16,42,0,29,144,1,0,23,90,1,1,1,0,1,0,1,1,0,14,0,0,1,1,1,3,2.511,1,2,81.0,5,68,276,7.0,24.0,15.0,46,3,3,0,0,Low Value,2,4
5851-TVXKLY-M2A,1,2,0,18,13,1,0,1,14000,6.5,0.68523,0.22476999999999997,0,0,1,1,4,1,0,6200,28,1,0,1,8,1733,0,3,7,10,0,40,79,0,0,28,49,1,0,0,0,0,0,0,0,0,27,0,0,0,1,1,0,0.9099999999999999,0,1,65.0,4,75,138,3.3333333333333335,26.333333333333332,16.333333333333332,46,3,3,0,0,Mid Value,2,10
4615-QZQSAY-D51,4,5,0,19,14,1,0,1,19000,18.4,0.346104,3.149896,0,0,3,0,1,1,0,9300,29,1,1,1,10,1866,0,2,3,4,0,28,56,0,0,16,32,1,1,1,0,0,0,0,0,1,19,0,0,0,0,1,1,3.496,2,1,184.0,7,47,92,2.0,28.0,16.0,46,3,3,0,0,Low Value,4,8
4336-IARPNV-6J7,1,1,0,59,18,1,19,1,128000,11.3,4.397056,10.066944,1,0,1,0,1,0,1,87100,19,1,0,24,9,2420,1,59,36,748,1,0,0,0,0,33,1964,1,1,0,0,0,0,0,1,1,19,0,1,0,1,0,4,14.463999999999999,4,4,113.0,6,69,2712,12.677966101694915,0.0,33.28813559322034,45,3,2,4,0,Low Value,3,7
5494-KGDGKI-6X1,5,5,0,34,16,0,10,1,132000,1.5,1.16622,0.8137800000000001,1,0,2,1,1,0,0,57300,30,0,1,16,8,2644,1,53,35,616,0,35,1820,0,1,0,0,0,0,1,0,1,1,1,1,1,16,0,0,0,1,0,3,1.98,1,4,15.0,1,70,2436,11.622641509433961,34.339622641509436,0.0,45,3,2,4,0,Low Value,4,5
7058-RUQVEA-KVU,4,1,0,41,14,1,2,1,28000,24.5,0.9261,5.9339,1,1,3,0,2,1,1,12800,24,0,1,12,12,2870,1,23,21,178,0,37,879,1,1,0,0,0,1,1,0,1,0,1,1,1,12,0,0,0,1,1,4,6.86,3,1,245.0,8,58,1057,7.739130434782608,38.21739130434783,0.0,45,3,2,1,0,Low Value,2,4
2952-JTVKHR-S7F,5,5,1,22,11,1,1,1,23000,7.6,0.811072,0.9369280000000001,0,1,4,1,4,0,0,10800,30,0,1,4,14,2501,0,13,9,41,0,42,556,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,1,1,1.7480000000000002,1,1,76.0,4,51,597,3.1538461538461537,42.76923076923077,0.0,45,3,2,1,0,Low Value,1,10
6685-BIRGEH-EDC,3,2,1,43,20,1,1,1,23000,13.8,1.932966,1.241034,0,1,5,1,2,1,0,6400,26,0,1,17,17,3189,1,41,22,351,0,39,1531,0,1,0,0,0,0,1,0,1,1,0,0,0,23,0,0,1,1,1,4,3.174,2,1,138.0,7,61,1882,8.560975609756097,37.34146341463415,0.0,45,3,2,3,0,Low Value,2,7
1500-KHFJPE-Q5U,2,1,1,24,17,1,0,1,34000,20.2,3.488944,3.379056,0,0,4,0,3,0,0,16700,19,1,1,3,9,1805,0,10,12,47,0,28,248,1,0,17,164,1,1,1,0,1,1,1,1,0,21,0,0,0,1,1,2,6.868,3,2,202.0,8,57,459,4.7,24.8,16.4,45,3,3,0,0,Low Value,2,3
0453-LYAETZ-K69,2,1,1,39,18,1,7,1,34000,17.3,2.129284,3.7527160000000004,1,0,2,0,1,0,0,17700,26,1,1,20,11,1972,0,29,15,139,0,40,1192,0,1,0,0,0,0,0,0,0,0,1,0,1,20,0,0,0,0,1,3,5.882000000000001,3,2,173.0,7,55,1331,4.793103448275862,41.10344827586207,0.0,45,3,2,2,0,Low Value,1,9
3865-YBXYZR-N1T,3,1,0,71,15,0,38,0,37000,7.3,1.069596,1.631404,1,1,2,1,3,0,1,14200,22,0,0,39,11,4899,1,73,136,3349,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,16,0,1,1,1,0,5,2.701,1,2,73.0,4,136,3349,45.87671232876713,0.0,0.0,45,5,1,5,0,High Value,4,3
3011-EPQMRZ-VPT,4,5,0,19,14,1,0,1,32000,13.1,1.798368,2.3936319999999998,0,0,1,1,0,2,2,-1000,29,0,1,2,11,3788,0,6,10,21,0,34,165,0,0,19,89,1,0,0,0,0,0,0,1,0,22,0,0,1,1,1,1,4.192,2,2,131.0,7,63,275,3.5,27.5,14.833333333333334,45,3,3,0,0,Low Value,3,9
0349-TNFGFC-ZAA,2,1,0,53,14,1,1,1,40000,3.1,0.3534,0.8866,1,1,5,1,1,0,1,21500,15,1,0,11,11,2720,1,36,21,297,0,38,1353,1,1,0,0,0,1,1,0,1,1,1,1,0,19,0,0,0,1,1,4,1.24,1,2,31.0,2,59,1650,8.25,37.583333333333336,0.0,45,3,2,2,0,Low Value,2,3
9390-WZYAHB-FPZ,2,3,1,57,8,1,32,1,73000,6.3,0.988785,3.610215,1,0,1,1,1,0,1,43400,22,0,0,40,3,1356,1,73,137,3345,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,16,1,1,1,1,0,4,4.599,2,3,63.0,4,137,3345,45.821917808219176,0.0,0.0,45,5,1,5,0,High Value,5,2
1138-TBQGGU-FHM,1,5,1,66,13,1,16,1,64000,6.0,0.74112,3.09888,1,1,2,1,2,0,0,25900,28,1,1,38,11,2503,1,73,132,3345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,5,3.84,2,3,60.0,3,132,3345,45.821917808219176,0.0,0.0,45,5,1,5,0,High Value,3,9
5121-NOTELI-Y7Y,1,5,1,37,14,0,9,1,81000,6.9,1.5313860000000001,4.057614,1,0,1,0,0,2,2,-1000,37,1,0,19,10,2293,0,53,31,636,0,34,1792,1,1,0,0,0,1,0,0,0,0,0,0,1,16,0,0,0,1,1,3,5.589,3,3,69.0,4,65,2428,12.0,33.81132075471698,0.0,45,3,2,4,0,Low Value,1,8
7891-UDFJZG-X7O,1,1,1,47,16,1,14,1,122000,5.1,1.157292,5.064708,1,1,2,1,2,0,0,71500,22,1,1,15,10,2258,1,47,24,382,0,37,1766,0,1,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,1,0,4,6.222,3,4,51.0,3,61,2148,8.127659574468085,37.57446808510638,0.0,45,3,2,3,0,Low Value,3,10
1454-FTZAQZ-TIG,2,4,1,77,10,1,24,0,9000,7.9,0.392472,0.31852800000000003,1,1,2,0,1,1,0,3400,38,0,1,38,8,1521,1,73,133,3333,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,5,0.7110000000000001,0,0,79.0,4,133,3333,45.657534246575345,0.0,0.0,45,5,1,5,0,High Value,5,1
2967-MSSCPH-MT4,1,2,1,69,12,0,34,0,33000,31.5,1.361745,9.033255,1,1,2,1,0,2,2,-1000,29,1,1,23,5,1037,1,59,26,555,0,35,2137,0,1,0,0,0,1,1,1,0,0,0,0,1,17,1,1,1,1,0,5,10.395,4,2,315.0,8,61,2692,9.40677966101695,36.220338983050844,0.0,45,3,2,4,0,Low Value,6,7
4138-WUCRKF-AMD,3,2,0,63,11,1,20,1,88000,3.5,0.44968,2.63032,1,0,1,1,0,2,2,-1000,30,1,0,38,9,2516,1,72,131,3284,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,24,1,1,1,1,0,5,3.08,2,3,35.0,2,131,3284,45.611111111111114,0.0,0.0,45,5,1,5,0,High Value,5,6
4314-SOPKIL-OLR,4,3,0,52,18,1,13,1,59000,18.9,1.382724,9.768276,1,0,3,1,1,0,1,25800,31,1,1,31,14,6866,1,63,28,577,0,36,2296,0,1,0,0,0,1,0,0,0,1,1,1,0,19,0,0,0,1,0,4,11.151,4,3,189.0,7,64,2873,9.158730158730158,36.44444444444444,0.0,45,3,2,5,0,Low Value,4,6
0140-PXEUGB-VVZ,2,3,1,31,11,1,6,1,30000,3.4,0.75888,0.26111999999999996,1,0,1,1,0,2,2,-1000,27,0,0,7,12,4405,0,11,16,82,0,27,285,0,0,18,134,1,1,1,0,1,1,0,1,1,20,0,1,0,1,1,3,1.02,1,1,34.0,2,61,501,7.454545454545454,25.90909090909091,12.181818181818182,45,3,3,0,0,Low Value,1,5
2096-SROIDJ-QSM,4,3,0,75,16,1,15,0,13000,11.7,0.495846,1.0251540000000001,1,0,1,1,3,1,0,6100,27,1,1,40,6,1728,1,73,126,3322,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,10,0,1,1,1,0,5,1.5210000000000001,1,1,117.0,6,126,3322,45.50684931506849,0.0,0.0,45,5,1,5,0,High Value,3,3
9074-WPMXYF-1UR,5,3,1,48,19,1,2,1,25000,9.8,1.6072,0.8428,1,0,1,1,2,0,0,13300,23,1,1,11,11,2877,0,30,32,352,1,0,0,0,0,33,1013,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,4,2.45,1,1,98.0,5,65,1365,11.733333333333333,0.0,33.766666666666666,45,3,2,2,0,Low Value,2,10
4385-UXNAVA-Q9E,1,1,0,76,15,1,39,0,18000,14.0,0.23184000000000002,2.28816,1,1,2,0,1,1,0,10200,21,0,0,38,9,1902,1,73,122,3316,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,21,1,1,1,1,0,5,2.52,1,1,140.0,7,122,3316,45.42465753424658,0.0,0.0,45,4,1,5,0,High Value,6,5
2572-TXSMBE-U04,1,1,0,66,11,1,23,0,26000,6.9,0.330096,1.463904,1,1,2,0,2,0,0,9900,24,0,1,40,11,3764,0,72,130,3262,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,20,0,1,1,1,0,5,1.794,1,1,69.0,4,130,3262,45.30555555555556,0.0,0.0,45,5,1,5,0,High Value,3,5
7137-LHCYAA-FC8,5,3,1,42,13,1,16,1,76000,11.4,4.167383999999999,4.496616,1,1,3,1,4,0,1,38300,31,1,0,18,16,6087,1,43,53,840,1,0,0,0,0,27,1101,0,1,1,1,1,1,0,0,1,19,0,0,0,1,1,4,8.664,3,3,114.0,6,80,1941,19.53488372093023,0.0,25.6046511627907,45,3,2,3,0,Mid Value,5,5
1695-GRHISU-8UX,5,5,0,69,15,1,11,1,71000,7.5,2.01285,3.31215,1,1,4,0,2,0,1,32700,30,1,0,22,10,2043,0,57,39,820,1,0,0,0,0,30,1752,0,0,1,1,0,0,0,0,1,22,1,0,1,1,0,5,5.324999999999999,3,3,75.0,4,69,2572,14.385964912280702,0.0,30.736842105263158,45,3,2,4,0,Low Value,1,8
0945-HMTKYD-7XA,5,3,1,72,15,1,9,1,84000,4.9,1.518804,2.597196,1,1,2,1,2,0,1,33500,29,1,1,35,16,8363,0,68,45,939,0,32,2124,0,1,0,0,0,1,1,0,1,1,1,1,1,26,0,0,1,1,0,5,4.116,2,3,49.0,3,77,3063,13.808823529411764,31.235294117647058,0.0,45,3,2,5,0,Mid Value,2,4
8700-OQMSUZ-JN6,5,5,1,29,21,1,0,1,18000,4.4,0.316008,0.475992,1,1,6,0,2,1,0,8800,44,1,0,11,7,1120,0,32,15,173,1,0,0,0,0,39,1268,1,0,0,1,0,0,0,0,0,23,0,1,0,0,1,2,0.792,0,1,44.0,3,54,1441,5.40625,0.0,39.625,45,3,2,2,0,Low Value,2,8
1774-WOYEMR-B0C,5,5,1,71,13,1,27,0,12000,17.0,0.5997600000000001,1.44024,1,1,5,0,1,1,1,5500,25,0,1,39,11,1996,0,73,129,3286,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,23,0,1,1,1,0,5,2.04,1,1,170.0,7,129,3286,45.013698630136986,0.0,0.0,45,5,1,5,0,High Value,5,3
5923-NVGKUK-HUF,1,1,0,23,18,0,0,1,28000,5.4,0.15875999999999998,1.35324,1,0,1,0,2,0,1,13600,8,1,1,5,8,1892,0,24,18,164,0,38,916,0,1,0,0,1,0,1,0,0,0,0,0,0,22,0,1,0,0,1,1,1.512,1,1,54.0,3,56,1080,6.833333333333333,38.166666666666664,0.0,45,3,2,1,0,Low Value,1,8
1423-VFQTEB-8TJ,4,1,0,46,20,1,5,1,122000,12.2,8.275504,6.608496000000001,0,0,1,1,4,0,1,62000,16,1,0,18,8,4488,0,37,40,576,0,30,1088,0,1,0,0,1,1,1,0,0,1,0,0,1,18,0,0,0,0,0,4,14.884,4,4,122.0,6,70,1664,15.567567567567568,29.405405405405407,0.0,44,3,2,3,0,Low Value,2,6
2630-QLWCTO-A9D,3,5,0,60,17,1,26,1,161000,6.2,2.455572,7.526428,1,0,1,1,3,0,0,41000,27,1,1,15,8,3201,1,55,49,876,0,29,1596,1,1,0,0,0,1,1,0,0,1,1,0,0,18,0,0,0,1,0,4,9.982,3,4,62.0,4,78,2472,15.927272727272728,29.01818181818182,0.0,44,3,2,4,0,Mid Value,6,5
4126-XKUKFQ-F2P,5,1,1,51,18,1,3,1,31000,14.9,1.639745,2.9792549999999998,1,1,2,1,2,0,1,14200,25,0,1,28,8,731,0,55,47,980,0,27,1489,0,1,0,0,0,1,1,1,1,1,1,1,1,18,0,1,1,1,1,4,4.619,2,2,149.0,7,74,2469,17.818181818181817,27.072727272727274,0.0,44,3,2,4,0,Mid Value,1,3
0016-YQHYTA-32U,5,5,1,27,16,0,3,1,72000,11.3,4.922280000000001,3.21372,1,1,4,1,2,0,0,17000,21,1,0,9,11,2504,1,48,21,352,1,0,0,0,0,37,1802,1,0,1,1,0,0,0,0,0,21,0,0,1,0,1,2,8.136000000000001,3,3,113.0,6,58,2154,7.333333333333333,0.0,37.541666666666664,44,3,2,3,0,Low Value,1,7
0436-OYXWQA-21R,2,1,0,41,22,1,2,1,61000,3.8,0.345382,1.972618,1,0,1,1,3,0,1,36800,22,1,1,14,10,2292,1,34,54,638,0,28,887,0,1,0,0,0,1,1,0,1,1,1,1,0,21,0,0,0,1,0,4,2.318,1,3,38.0,2,82,1525,18.764705882352942,26.08823529411765,0.0,44,3,2,2,0,Mid Value,2,4
9131-MPWUMX-Z0U,3,5,0,46,12,1,8,1,37000,2.5,0.209975,0.715025,1,1,2,0,2,0,1,19700,30,0,0,28,7,1111,1,64,63,1351,0,24,1519,0,1,0,0,0,1,1,0,1,1,1,1,0,23,0,0,1,1,0,4,0.925,0,2,25.0,2,87,2870,21.109375,23.734375,0.0,44,4,2,5,0,Mid Value,1,4
5125-PEQACJ-RQX,2,2,1,66,11,1,7,1,34000,9.1,1.6057860000000002,1.488214,1,0,1,0,4,0,0,13100,32,1,0,25,12,1736,0,59,60,1222,0,24,1423,0,1,0,0,1,1,1,0,1,1,1,0,0,26,0,1,0,1,0,5,3.0940000000000003,2,2,91.0,5,84,2645,20.71186440677966,24.11864406779661,0.0,44,3,2,4,0,Mid Value,1,4
2447-HFNELF-0ZS,4,3,1,72,9,1,8,0,9000,9.6,0.09072000000000001,0.77328,1,1,2,1,0,2,2,-1000,27,0,0,21,4,548,0,55,22,433,1,0,0,0,0,38,2030,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,5,0.864,0,0,96.0,5,60,2463,7.872727272727273,0.0,36.90909090909091,44,3,2,4,0,Low Value,1,8
