,annual_revenue,Month_on_Book,Checking_avg_Bal,Savings_avg_Bal,Loans_LOC_avg_Bal,CreditCard_avg_Bal,CDs_avg_Bal,HELoans_HELOC_avg_Bal,MMDA_avg_Bal,Branch_Visits_3_Mos,Branch_Trans_3_Mos,ATMVisits_3_Mos,ATM_Trans_3_Mos,signon_visit_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,OLB_ENROLLED,OLB_ACTIVE,MOBILE_ACTIVE,Active user,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer Value,Number_of_Children,Family_composition,Gender_P1,marital_status_P1,Dwelling_Type,Number_of_Adults,Length_of_Residence,Household_Age,Household_Size,HH_EDUCATION_VALUE,HH_INCOME2,Occupation,Liquid_Resources,Investment_Resources,Auto-Refinance,Credit Card,Home Equity (ITA),DirectMail_SENT,Click,Open,Send,Email_SENT
747,233.13,285,1570.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,27.0,29.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1570.22,0.0,2.0,2,1,1.0,3.0,8.0,6.0,3.0,3.0,2,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,1,1
748,228.98,477,0.0,0.0,11992.7333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,11992.7333333333,0.0,14.0,2,2,1.0,1.0,6.0,5.0,1.0,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
749,0.7,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,0,1,0,0,0,0.0,0.0,2.0,2,1,1.0,2.0,8.0,7.0,2.0,2.0,5,14.0,12.0,11.0,0.0,1.0,0.0,1.0,1,1,1,1
750,238.91,282,0.0,0.0,2845.38666666667,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,2845.38666666667,0.0,14.0,1,2,1.0,2.0,8.0,7.0,1.0,4.0,2,14.0,4.0,3.0,0.0,1.0,0.0,1.0,0,0,1,1
751,1336.32,345,538.373333333333,0.0,0.0,0.0,0.0,62985.1366666667,9038.02666666667,2.0,2.0,16.0,35.0,148.0,425.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,0,0,1,1,72561.53666666671,0.0,12.0,1,1,1.0,2.0,8.0,4.0,2.0,3.0,6,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,1,1,1
752,1149.72,390,22590.4166666667,5401.12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,16.0,21.0,28.0,0.0,0.0,34.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,0,0,27991.5366666667,6.0,1.0,1,1,1.0,2.0,7.0,3.0,8.0,4.0,3,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0,1,1,1
753,205.72,295,1163.51333333333,7591.41333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,53.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,0,0,8754.92666666667,0.0,2.0,1,1,1.0,3.0,8.0,5.0,3.0,4.0,8,19.0,14.0,12.0,0.0,0.0,0.0,0.0,1,1,1,1
754,349.55,286,6.63,0.0,246.246666666667,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,91.0,186.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,0,0,0,0,252.876666666667,0.0,14.0,2,2,1.0,1.0,3.0,2.0,1.0,4.0,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1
755,65.82,1418,13250.1866666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,13250.1866666667,0.0,8.0,2,1,0.0,2.0,7.0,6.0,2.0,3.0,4,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,1,1,1
756,511.69,322,832.016666666667,0.0,2434.72333333333,0.0,0.0,0.0,0.0,35.0,76.0,38.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,3266.739999999997,0.0,14.0,2,2,1.0,1.0,2.0,3.0,1.0,3.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
757,8.9,322,373.203333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,373.203333333333,0.0,6.0,2,2,1.0,2.0,8.0,6.0,2.0,3.0,7,5.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
758,2241.82,402,3040.47,0.0,0.0,9193.59333333333,0.0,0.0,0.0,5.0,6.0,1.0,2.0,8.0,8.0,1.0,1.0,9.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,0,1,12234.06333333333,4.0,1.0,1,1,1.0,2.0,8.0,5.0,6.0,4.0,9,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
759,3209.35,328,18029.28,0.0,0.0,0.0,50626.51,0.0,57766.1033333333,2.0,3.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,0,1,126421.89333333331,0.0,2.0,1,1,1.0,2.0,8.0,5.0,2.0,3.0,8,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
760,613.05,346,13257.4,0.0,0.0,668.926666666667,0.0,0.0,2964.89333333333,0.0,0.0,1.0,1.0,67.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,16891.219999999994,0.0,2.0,1,1,1.0,2.0,8.0,7.0,2.0,2.0,5,14.0,13.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
761,427.76,376,1752.22333333333,0.0,0.01666666666667,163.396666666667,0.0,0.0,0.0,1.0,1.0,32.0,56.0,84.0,134.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,1915.6366666666636,0.0,2.0,2,1,1.0,3.0,8.0,5.0,3.0,3.0,1,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
762,99.18,241,3993.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,3993.52,4.0,1.0,1,1,1.0,2.0,8.0,3.0,6.0,3.0,8,0.0,6.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
763,156.9,302,1569.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1569.15,0.0,2.0,1,1,1.0,3.0,8.0,7.0,3.0,2.0,2,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
764,179.13,405,1200.97333333333,0.0,547.86,284.283333333333,0.0,0.0,0.0,0.0,0.0,30.0,63.0,25.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,2033.116666666663,0.0,12.0,1,2,1.0,1.0,8.0,5.0,1.0,2.0,6,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1
765,199.82,366,483.54,0.0,0.0,1145.78666666667,0.0,0.0,0.0,1.0,1.0,31.0,51.0,56.0,70.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,1629.32666666667,0.0,2.0,2,1,1.0,2.0,6.0,4.0,3.0,3.0,2,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
766,1464.78,366,41417.2466666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,1,0,41417.2466666667,0.0,14.0,2,2,1.0,1.0,7.0,5.0,1.0,4.0,7,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0,0,1,1
767,1386.66,261,1606.63333333333,0.0,0.0,5047.19,0.0,0.0,0.0,5.0,7.0,11.0,18.0,22.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,0,0,6653.82333333333,2.0,1.0,1,1,1.0,2.0,6.0,3.0,4.0,3.0,6,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1
768,578.76,382,749.91,0.0,0.0,0.0,0.0,0.0,5115.85666666667,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,5865.76666666667,0.0,14.0,2,1,1.0,2.0,7.0,4.0,3.0,3.0,1,0.0,13.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
769,1289.99,366,1472.25666666667,556.793333333333,943.133333333334,0.0,0.0,0.0,27129.1733333333,5.0,6.0,11.0,22.0,70.0,86.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,0,1,30101.356666666637,0.0,14.0,2,1,1.0,2.0,4.0,5.0,1.0,4.0,7,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
770,239.02,366,638.25,0.0,804.183333333334,0.0,0.0,0.0,0.0,1.0,1.0,9.0,11.0,44.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,0,0,0,0,1442.4333333333338,5.0,1.0,2,1,1.0,2.0,7.0,3.0,7.0,3.0,6,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
771,944.71,243,0.0,0.0,0.0,0.0,0.0,38965.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,38965.86,0.0,12.0,1,1,6.0,2.0,4.0,4.0,2.0,3.0,6,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1
772,125.71,243,3281.63,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,3281.63,0.0,6.0,1,2,1.0,2.0,6.0,4.0,2.0,4.0,9,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,1,1,1
773,1035.06,1418,404.426666666667,0.0,447.243333333333,0.0,0.0,0.0,0.0,9.0,9.0,12.0,24.0,15.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,851.6700000000001,0.0,2.0,1,1,1.0,2.0,8.0,5.0,2.0,3.0,5,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0,1,1,1
774,715.38,316,14288.9466666667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0,1,0,0,0,0,14288.9466666667,0.0,2.0,1,1,1.0,4.0,8.0,6.0,4.0,4.0,6,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0,1,1,1
775,141.4,366,72.6966666666667,0.0,0.0,2227.71666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,1,0,2300.4133333333366,0.0,12.0,1,1,1.0,2.0,2.0,5.0,1.0,3.0,7,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0,0,1,1
776,84.79,464,3531.47,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,27.0,62.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,3531.47,0.0,2.0,1,1,1.0,4.0,8.0,7.0,4.0,5.0,5,14.0,14.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
777,4.56,366,68.1866666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,68.1866666666667,0.0,12.0,1,2,1.0,1.0,8.0,6.0,1.0,2.0,6,18.0,6.0,6.0,0.0,1.0,0.0,1.0,1,0,1,1
778,141.06,328,2120.47333333333,1356.42333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,3476.89666666666,0.0,2.0,2,1,1.0,2.0,8.0,5.0,2.0,2.0,6,8.0,12.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
779,305.02,267,1497.63333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,24.0,44.0,27.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1497.63333333333,0.0,2.0,2,1,1.0,2.0,6.0,5.0,2.0,4.0,9,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
780,912.84,359,5439.97666666667,0.0,0.0,0.0,0.0,0.0,29057.1433333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,1,1,34497.11999999997,0.0,2.0,1,1,1.0,2.0,8.0,7.0,2.0,2.0,4,14.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0,1,1
781,142.75,311,3131.40666666667,0.0,0.0,0.0,0.0,0.0,535.24,3.0,4.0,7.0,10.0,107.0,141.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,3666.64666666667,0.0,14.0,2,2,1.0,1.0,5.0,2.0,1.0,3.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
782,2043.86,291,3109.94666666667,0.0,0.0,0.0,0.0,0.0,84897.3233333333,2.0,2.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,1,0,0,1,88007.26999999997,0.0,12.0,2,2,1.0,1.0,4.0,3.0,1.0,4.0,7,0.0,9.0,9.0,0.0,1.0,0.0,1.0,0,0,1,1
783,1560.33,256,12056.4333333333,0.0,0.0,35.7666666666667,0.0,27954.2033333333,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,0,1,0,40046.40333333326,0.0,14.0,2,1,0.0,2.0,8.0,6.0,2.0,3.0,6,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1
784,475.39,341,17787.5566666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,6.0,52.0,78.0,0.0,0.0,37.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,17787.5566666667,0.0,2.0,2,1,5.0,3.0,3.0,5.0,3.0,5.0,8,5.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
785,-402.94,245,560.2,0.0,20215.9533333333,0.0,0.0,0.0,2663.92666666667,2.0,3.0,24.0,47.0,57.0,74.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,2,1,0,1,0,0,0,1,23440.07999999997,0.0,6.0,2,2,1.0,2.0,7.0,4.0,3.0,3.0,5,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
786,114.01,468,4061.09333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,118.0,210.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,4061.09333333333,0.0,14.0,2,2,1.0,1.0,4.0,3.0,1.0,2.0,5,0.0,6.0,5.0,0.0,1.0,0.0,1.0,0,0,1,1
787,994.86,366,4407.24666666667,0.0,0.0,0.0,0.0,0.0,30358.8733333333,15.0,17.0,14.0,21.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,34766.119999999966,0.0,12.0,1,2,1.0,2.0,3.0,3.0,2.0,3.0,6,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1
788,26.16,269,502.716666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,0,0,502.716666666667,0.0,12.0,1,1,1.0,2.0,8.0,7.0,1.0,2.0,6,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0,1,1,1
789,93.42,497,4106.38,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,4106.38,0.0,2.0,1,1,1.0,2.0,6.0,6.0,2.0,4.0,7,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0,1,1,1
790,0.24,295,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,10.09,0.0,14.0,2,2,1.0,1.0,4.0,2.0,1.0,3.0,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,1
791,1500.12,460,15512.99,0.0,0.0,0.0,0.0,0.0,67032.0166666667,3.0,4.0,0.0,0.0,12.0,16.0,1.0,1.0,20.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,82545.00666666671,0.0,2.0,1,1,1.0,2.0,8.0,7.0,2.0,3.0,6,5.0,12.0,9.0,0.0,0.0,0.0,0.0,0,0,1,1
792,365.38,272,9402.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,9402.73,0.0,12.0,1,2,1.0,1.0,1.0,3.0,1.0,3.0,6,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0,1,1,1
793,226.2,323,423.173333333333,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,22.0,40.0,25.0,39.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,423.173333333333,0.0,2.0,1,1,1.0,3.0,8.0,5.0,3.0,5.0,6,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0,1,1,1
794,602.48,283,1172.01,0.0,5766.57666666667,1675.57,0.0,0.0,53.1066666666667,9.0,9.0,6.0,7.0,32.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,1,8667.263333333336,0.0,12.0,1,1,1.0,2.0,7.0,4.0,2.0,2.0,7,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0,0,1,1
795,1192.22,306,25486.4533333333,0.0,0.0,0.0,0.0,0.0,12346.8233333333,1.0,2.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,37833.2766666666,0.0,8.0,2,2,1.0,2.0,6.0,4.0,2.0,3.0,3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,1,1,1
796,683.39,361,518.263333333333,0.0,2461.83333333333,0.0,0.0,26892.7133333333,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,1,0,29872.80999999996,1.0,13.0,2,1,1.0,2.0,8.0,5.0,2.0,2.0,4,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1
797,518.96,308,4341.69333333333,0.0,8.33333333333334,4.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,1,1,0,0,0,4354.566666666663,0.0,12.0,2,2,1.0,2.0,6.0,5.0,2.0,4.0,9,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
798,141.4,334,3226.07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,14.0,28.0,22.0,30.0,0.0,0.0,26.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,3226.07,0.0,6.0,1,1,1.0,3.0,6.0,6.0,3.0,4.0,8,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
799,436.76,243,14784.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,14784.19,0.0,14.0,2,2,1.0,1.0,4.0,2.0,1.0,3.0,6,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0,0,1,1
800,1107.36,439,1872.92666666667,39842.77,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,41715.69666666667,0.0,2.0,1,1,1.0,4.0,8.0,5.0,4.0,4.0,8,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
801,744.53,328,4589.40666666667,14764.9666666667,8.33333333333334,0.0,10022.8333333333,0.0,0.0,2.0,2.0,4.0,8.0,18.0,20.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,2,1,1,1,0,1,0,0,29385.54,1.0,1.0,2,1,1.0,3.0,7.0,6.0,4.0,2.0,5,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
802,391.45,350,0.0,0.0,0.0,0.0,0.0,15526.5666666667,0.0,0.0,0.0,0.0,0.0,87.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,1,0,15526.5666666667,0.0,6.0,1,1,0.0,3.0,8.0,6.0,3.0,3.0,3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
803,433.56,346,0.0,0.0,5205.96333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,5205.96333333333,2.0,1.0,1,1,1.0,3.0,6.0,6.0,5.0,3.0,5,0.0,7.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
804,2894.12,364,1791.41333333333,63174.3233333333,3021.60333333333,0.0,0.0,156758.41,0.0,2.0,2.0,0.0,0.0,13.0,26.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,1,0,224745.74999999994,0.0,12.0,2,2,1.0,1.0,5.0,7.0,1.0,3.0,7,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0,0,1,1
805,282.02,269,16855.1233333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,16855.1233333333,0.0,12.0,1,2,1.0,1.0,4.0,5.0,1.0,3.0,6,0.0,8.0,9.0,0.0,1.0,0.0,1.0,0,0,1,1
806,1358.92,297,22534.5933333333,31679.5233333333,0.0,233.196666666667,0.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,1,0,0,0,54447.31333333327,0.0,2.0,2,1,1.0,3.0,7.0,5.0,3.0,4.0,4,5.0,14.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
807,663.12,268,5108.02333333333,0.0,0.0,0.0,0.0,0.0,23486.5866666667,2.0,4.0,4.0,4.0,45.0,63.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,28594.61000000003,0.0,2.0,2,1,1.0,2.0,5.0,4.0,3.0,4.0,7,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0,1,1,1
808,-125.81,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,0,0,0,1,0,0.0,0.0,2.0,1,1,1.0,2.0,7.0,5.0,2.0,4.0,9,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
809,109.83,251,1784.07,1500.13666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,3284.2066666666697,0.0,2.0,2,1,1.0,4.0,6.0,5.0,4.0,2.0,3,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
810,131.99,324,687.836666666667,0.0,0.0,0.0,0.0,0.0,335.746666666667,0.0,0.0,3.0,3.0,48.0,70.0,0.0,5.0,0.0,3.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,1023.583333333334,0.0,12.0,2,2,1.0,2.0,5.0,4.0,2.0,2.0,7,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0,1,1,1
811,78.83,364,867.346666666667,0.0,0.0,60.5466666666667,0.0,0.0,0.0,1.0,1.0,6.0,14.0,63.0,84.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,0,0,927.8933333333338,0.0,14.0,2,2,1.0,2.0,8.0,5.0,2.0,4.0,6,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
812,34.98,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,71.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,0,1,0,0,0,0.0,0.0,6.0,2,2,1.0,2.0,8.0,5.0,2.0,4.0,8,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0,1,1,1
813,1767.63,357,8603.75,0.0,0.0,0.0,0.0,0.0,68015.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,76619.59,0.0,12.0,1,1,1.0,2.0,7.0,6.0,1.0,3.0,8,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
814,732.84,297,27117.72,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,63.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,27117.72,0.0,14.0,2,1,1.0,2.0,3.0,5.0,1.0,3.0,7,0.0,13.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
815,1643.13,390,37120.98,0.0,0.0,0.0,0.0,0.0,28514.8133333333,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,65635.7933333333,0.0,12.0,1,2,2.0,1.0,2.0,7.0,1.0,3.0,4,0.0,14.0,10.0,0.0,1.0,0.0,1.0,0,0,1,1
816,1958.39,274,9832.82,0.0,0.0,0.0,0.0,0.0,57594.1033333333,6.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,67426.92333333331,0.0,14.0,2,2,1.0,1.0,8.0,5.0,1.0,2.0,6,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0,0,1,1
