Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Category Number,Sub-Category Number,Category,Budget,Expense Type,Expense Type Factor,Forecast Amount,Budget Amount,Amount,Cash
2018-11-08,2018-11-08,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,14.91,17.892,-14.91,4197.950000000007
2018-11-08,2018-11-08,Misc Shopping,Freeprints Caus,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-23.25,4197.950000000007
2018-11-08,2018-11-08,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1457.18,4197.950000000007
2018-11-08,2018-11-08,Paycheck,Payroll Convenientmd Desc,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1240.82,4197.950000000007
2018-11-08,2018-11-08,Shopping,Wal-Mart,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-66.99,4197.950000000007
2018-11-09,2018-11-09,Baby Supplies,Target,CHECKING,debit,2,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-71.24000000000001,6790.8000000000075
2018-11-09,2018-11-09,Coffee Shops,Aroma Joes,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,7.36,8.096000000000002,-7.36,6790.8000000000075
2018-11-09,2018-11-09,Gas Stn Snacks/Beer,Circle K,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,5.47,4.376,-5.47,6790.8000000000075
2018-11-09,2018-11-09,Misc Shopping,Amazon,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-18.39,6790.8000000000075
2018-11-09,2018-11-09,Parking,City Dover Nh,CHECKING,debit,1,4,4,Auto & Transport,Est,Fixed,1.0,1.5,1.5,-1.5,6790.8000000000075
2018-11-09,2018-11-09,Restaurants,British Beer Company Inc.,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,45.68,68.52,-45.68,6790.8000000000075
2018-11-10,2018-11-10,Subscriptions,Netflix,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-10.99,6641.160000000007
2018-11-12,2018-11-12,Baby Supplies,Amazon,Venture,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-17.09,6630.170000000007
2018-11-12,2018-11-12,Fast Food,Tropical Smoothie Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.62,6.31,-12.62,6630.170000000007
2018-11-12,2018-11-12,Pet Food & Supplies,Amazon,Venture,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-44.64,6630.170000000007
2018-11-12,2018-11-12,Subscriptions,iTunes,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-4.99,6630.170000000007
2018-11-13,2018-11-13,Clothing,TJX,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-66.36,6550.830000000007
2018-11-13,2018-11-13,Coffee Shops,Dunkin Donuts,CHECKING,debit,2,2,2,Food & Dining,Est,Reducable,1.1,6.82,7.502000000000001,-6.82,6550.830000000007
2018-11-13,2018-11-13,Fast Food,Liberty Cafe,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.5,2.75,-5.5,6550.830000000007
2018-11-13,2018-11-13,Fast Food,Sausage Express,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.0,3.0,-6.0,6550.830000000007
2018-11-13,2018-11-13,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,8.16,4.08,-8.16,6550.830000000007
2018-11-13,2018-11-13,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,30.09,15.045,-30.09,6550.830000000007
2018-11-13,2018-11-13,Gas & Fuel,Cumberland Farms,CHECKING,debit,2,4,3,Auto & Transport,Est,Fixed,0.5,56.26000000000001,28.130000000000006,-56.260000000000005,6550.830000000007
2018-11-13,2018-11-13,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,91.98,110.376,-91.98,6550.830000000007
2018-11-13,2018-11-13,Home Supplies/Servic,Home Depot,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,7.26,5.808,-7.26,6550.830000000007
2018-11-13,2018-11-13,Home Supplies/Servic,Lowe's,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,11.36,9.088,-11.36,6550.830000000007
2018-11-13,2018-11-13,Misc Shopping,Amazon,CHECKING,debit,3,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-88.89,6550.830000000007
2018-11-13,2018-11-13,VENMO,venmo,CHECKING,debit,1,8,6,Misc Expenses,Est,Reducable,0.0,25.0,0.0,-25.0,6550.830000000007
2018-11-14,2018-11-14,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,9.81,10.791000000000002,-9.81,6147.150000000007
2018-11-15,2018-11-15,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,6137.3400000000065
2018-11-15,2018-11-15,Fast Food,Farmington House,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.76,6.38,-12.76,6137.3400000000065
2018-11-15,2018-11-15,Fast Food,Liberty Cafe,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.5,3.25,-6.5,6137.3400000000065
2018-11-15,2018-11-15,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,13.89,16.668,-13.89,6137.3400000000065
2018-11-15,2018-11-15,Mobile Phone,Straighttalk Services,Venture,debit,1,1,4,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-138.24,6137.3400000000065
2018-11-16,2018-11-16,Fast Food,Papa Ginos,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.47,6.235,-12.47,5962.950000000006
2018-11-17,2018-11-17,Restaurants,Knotty Pine Grill,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,39.0,58.5,-39.0,5950.480000000006
2018-11-19,2018-11-19,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,7.36,8.096000000000002,-7.36,5911.480000000006
2018-11-19,2018-11-19,Coffee Shops,Starbucks,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,10.0,11.0,-10.0,5911.480000000006
2018-11-19,2018-11-19,Fast Food,Panera Bread,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,36.5,18.25,-36.5,5911.480000000006
2018-11-19,2018-11-19,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,38.85,19.425,-38.85,5911.480000000006
2018-11-19,2018-11-19,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,30.0,15.0,-30.0,5911.480000000006
2018-11-19,2018-11-19,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,118.57,142.284,-118.57,5911.480000000006
2018-11-19,2018-11-19,Shopping,Amazon,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-9.71,5911.480000000006
2018-11-19,2018-11-19,VENMO,venmo,CHECKING,credit,1,8,6,Misc Expenses,Est,Reducable,0.0,12.0,0.0,12.0,5911.480000000006
2018-11-20,2018-11-20,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-40.79,5672.490000000006
2018-11-20,2018-11-20,Shopping,Wal-Mart,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-45.33,5672.490000000006
2018-11-21,2018-11-21,Fast Food,Guys Ecomm Nhus,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,3.15,1.575,-3.15,5586.370000000006
2018-11-21,2018-11-21,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,2.99,1.495,-2.99,5586.370000000006
2018-11-21,2018-11-21,Home Supplies/Servic,Tree Guys G,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,17.5,14.0,-17.5,5586.370000000006
2018-11-21,2018-11-21,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1457.18,5586.370000000006
2018-11-21,2018-11-21,Paycheck,Payroll Convenientmd Desc,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1035.72,5586.370000000006
2018-11-21,2018-11-21,Reimbursement,Liberty Mutual Desc,CHECKING,credit,1,30,3,Income,Input,Fixed,1.0,0.0,0.0,487.28,5586.370000000006
2018-11-21,2018-11-21,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-54.92,5586.370000000006
2018-11-23,2018-11-23,Auto Insurance,Liberty Mutual,Venture,debit,1,1,1,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-150.59,8487.990000000005
2018-11-23,2018-11-23,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.63,5.093,-4.63,8487.990000000005
2018-11-23,2018-11-23,Fast Food,Taco Bell,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,15.11,7.555,-15.11,8487.990000000005
2018-11-23,2018-11-23,Fast Food,Tropical Smoothie Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.31,3.155,-6.31,8487.990000000005
2018-11-23,2018-11-23,Fast Food,Wendy's,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.77,2.385,-4.77,8487.990000000005
2018-11-23,2018-11-23,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,39.64,47.568,-39.64,8487.990000000005
2018-11-23,2018-11-23,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,8487.990000000005
2018-11-24,2018-11-24,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,8265.950000000004
2018-11-24,2018-11-24,Shopping,Amazon,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-7.95,8265.950000000004
2018-11-26,2018-11-26,Clothing,Kohl's,CHECKING,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-69.4,8257.010000000004
2018-11-26,2018-11-26,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,25.0,12.5,-25.0,8257.010000000004
2018-11-26,2018-11-26,Gas & Fuel,Gulf,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,40.24,20.12,-40.24,8257.010000000004
2018-11-26,2018-11-26,Restaurants,Boston Beer Works,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,35.85,53.775000000000006,-35.85,8257.010000000004
2018-11-26,2018-11-26,Restaurants,Cracker Barrel,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,13.32,19.98,-13.32,8257.010000000004
2018-11-26,2018-11-26,Restaurants,Pizzeria,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,20.01,30.015,-20.01,8257.010000000004
2018-11-26,2018-11-26,Shopping,Amazon,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-86.95,8257.010000000004
2018-11-26,2018-11-26,Shopping,Wal-Mart,CHECKING,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-18.26,8257.010000000004
2018-11-27,2018-11-27,Mobile Phone,Straighttalk Services,Venture,debit,1,1,4,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-138.24,7947.980000000004
2018-11-27,2018-11-27,Restaurants,Cracker Barrel,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,69.0,103.5,-69.0,7947.980000000004
2018-11-27,2018-11-27,Restaurants,Spring Creek,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,27.17,40.755,-27.17,7947.980000000004
2018-11-27,2018-11-27,Student Loan,Navi Ed Serv,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-330.0,7947.980000000004
2018-11-28,2018-11-28,Fast Food,Barrys Pizza,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.95,2.975,-5.95,7383.570000000004
2018-11-28,2018-11-28,Fast Food,Houston Hobby,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.97,6.485,-12.97,7383.570000000004
2018-11-28,2018-11-28,Fast Food,Pappas Burger,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,18.0,9.0,-18.0,7383.570000000004
2018-11-28,2018-11-28,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.97,2.985,-5.97,7383.570000000004
2018-11-28,2018-11-28,Gifts & Donations,Amazon,Venture,debit,2,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-95.39,7383.570000000004
2018-11-28,2018-11-28,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,83.26,99.912,-83.26,7383.570000000004
2018-11-28,2018-11-28,Restaurants,Hunans Rtrn Phx,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,20.55,30.825000000000003,-20.55,7383.570000000004
2018-11-28,2018-11-28,Shopping,Amazon,CHECKING,credit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,44.99,7383.570000000004
2018-11-28,2018-11-28,Student Loan,Fedloanservicing Desc Stdnt,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-136.21,7383.570000000004
2018-11-29,2018-11-29,Cable/ Internet,DirecTV,Venture,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-59.49,7050.260000000004
2018-11-29,2018-11-29,Daycare,A Dogs Tale,CHECKING,debit,1,8,7,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-210.0,7050.260000000004
2018-11-29,2018-11-29,Gifts & Donations,Elfmade Llc,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-15.9,7050.260000000004
2018-11-29,2018-11-29,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,4.99,5.988,-4.99,7050.260000000004
2018-11-29,2018-11-29,Movies & DVDs,Redbox,CHECKING,debit,1,11,3,Entertainment,Est,Discretionary,0.1,1.5,0.15000000000000002,-1.5,7050.260000000004
2018-11-30,2018-11-30,Fast Food,Country Store,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,19.16,9.58,-19.16,6758.380000000004
2018-11-30,2018-11-30,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,32.29,16.145,-32.29,6758.380000000004
2018-11-30,2018-11-30,Gifts & Donations,Marshalls,CHECKING,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-17.96,6758.380000000004
2018-11-30,2018-11-30,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,12.06,14.472,-12.06,6758.380000000004
2018-11-30,2018-11-30,Investments,Dividend,CREDIT CARD,credit,1,30,9,Income,Est,Fixed,1.0,0.08,0.08,0.08,6758.380000000004
2018-11-30,2018-11-30,Investments,Dividend,EMERSYN,credit,1,30,9,Income,Est,Fixed,1.0,0.21,0.21,0.21,6758.380000000004
2018-11-30,2018-11-30,Investments,Dividend,MORTGAGE,credit,1,30,9,Income,Est,Fixed,1.0,0.11,0.11,0.11,6758.380000000004
2018-11-30,2018-11-30,Investments,Dividend,SAFETY NET,credit,1,30,9,Income,Est,Fixed,1.0,4.13,4.13,4.13,6758.380000000004
2018-11-30,2018-11-30,Misc Shopping,Amazon,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-13.99,6758.380000000004
2018-11-30,2018-11-30,Misc Shopping,Freeprints Caus,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-10.09,6758.380000000004
2018-11-30,2018-11-30,Shopping,Wal-Mart,Venture,credit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,66.99,6758.380000000004
2018-12-01,2018-12-01,Credit Card Rewards,Travel Reward,Venture,credit,1,30,8,Income,Input,Fixed,1.0,0.0,0.0,36.79,6724.350000000004
2018-12-02,2018-12-02,Gifts & Donations,Amazon,XXXXXXXXXX0290,debit,2,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-21.25,6761.140000000004
2018-12-03,2018-12-03,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,6739.890000000004
2018-12-03,2018-12-03,Gifts & Donations,Etsy.com,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-65.14,6739.890000000004
2018-12-03,2018-12-03,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,55.59,66.708,-55.59,6739.890000000004
2018-12-03,2018-12-03,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,13.96,16.752,-13.96,6739.890000000004
2018-12-03,2018-12-03,Hair,Extreme Hair,CHECKING,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-30.0,6739.890000000004
2018-12-03,2018-12-03,Home Supplies/Servic,Tree Guys G,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,25.0,20.0,-25.0,6739.890000000004
2018-12-03,2018-12-03,Restaurants,El Bolillo Bakery,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,18.85,28.275000000000002,-18.85,6739.890000000004
2018-12-03,2018-12-03,Shopping,Amazon,CHECKING,debit,2,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-8.07,6739.890000000004
2018-12-03,2018-12-03,Shopping,Etsy.com,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-16.0,6739.890000000004
2018-12-04,2018-12-04,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,33.92,16.96,-33.92,6504.280000000004
2018-12-04,2018-12-04,Mortgage & Rent,Pennymac Desc Cash,CHECKING,debit,1,0,2,Loans,Input,Fixed,1.0,0.0,0.0,-1218.22,6504.280000000004
2018-12-05,2018-12-05,Service & Parts,Advance Auto Parts,Venture,debit,1,4,5,Auto & Transport,Input,Fixed,1.0,0.0,0.0,-149.99,5252.140000000004
2018-12-05,2018-12-05,Shipping,USPS,CHECKING,debit,1,13,3,Fees & Charges,Est,Fixed,1.0,9.9,9.9,-9.9,5252.140000000004
2018-12-06,2018-12-06,Coffee Shops,Unh Uhs Retail,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,5.69,6.259000000000001,-5.69,5092.250000000004
2018-12-06,2018-12-06,Entertainment,Rochester Opera House Inc,Venture,debit,2,11,2,Entertainment,Input,Reducable,1.0,0.0,0.0,-130.0,5092.250000000004
2018-12-06,2018-12-06,Fast Food,Pizza Hut,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,22.33,11.165,-22.33,5092.250000000004
2018-12-06,2018-12-06,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,16.07,8.035,-16.07,5092.250000000004
2018-12-06,2018-12-06,Gifts & Donations,Target,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-66.99,5092.250000000004
2018-12-06,2018-12-06,Parking,Town Durham Park,CHECKING,debit,3,4,4,Auto & Transport,Est,Fixed,1.0,4.5,4.5,-4.5,5092.250000000004
2018-12-06,2018-12-06,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1457.17,5092.250000000004
2018-12-06,2018-12-06,Paycheck,Payroll Convenientmd Desc,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,661.18,5092.250000000004
2018-12-06,2018-12-06,Ron - Student Loans,Share Deposit,CHECKING,credit,1,30,4,Income,Input,Fixed,1.0,0.0,0.0,250.0,5092.250000000004
2018-12-06,2018-12-06,Subscriptions,iTunes,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-4.99,5092.250000000004
2018-12-07,2018-12-07,Baby Supplies,Target,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-47.48,7210.030000000004
2018-12-07,2018-12-07,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,7.36,8.096000000000002,-7.36,7210.030000000004
2018-12-07,2018-12-07,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,140.45,168.54,-140.45,7210.030000000004
2018-12-07,2018-12-07,Parking,Portsmouth Parking,CHECKING,debit,1,4,4,Auto & Transport,Est,Fixed,1.0,6.0,6.0,-6.0,7210.030000000004
2018-12-07,2018-12-07,Pet Food & Supplies,Foster Smith Mail,Venture,debit,1,8,8,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-89.04,7210.030000000004
2018-12-07,2018-12-07,Restaurants,Margaritas Dover,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,34.0,51.0,-34.0,7210.030000000004
2018-12-10,2018-12-10,Electric Bill,Eversource Desc Web,CHECKING,debit,1,1,3,Bills & Utilities,Input,Reducable,0.9,0.0,0.0,-124.97,6885.700000000004
2018-12-10,2018-12-10,Gas & Fuel,Cumberland Cumberland F 79 Milton Road,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,40.71,20.355,-40.71,6885.700000000004
2018-12-10,2018-12-10,Gifts & Donations,Rite Aid,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-80.93,6885.700000000004
2018-12-10,2018-12-10,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,28.7,34.44,-28.7,6885.700000000004
2018-12-10,2018-12-10,Groceries,Wal-Mart,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,17.89,21.468,-17.89,6885.700000000004
2018-12-10,2018-12-10,Home Supplies/Servic,Wal-Mart,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,70.0,56.0,-70.0,6885.700000000004
2018-12-10,2018-12-10,Restaurants,Johnson Seafood,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,35.0,52.5,-35.0,6885.700000000004
2018-12-10,2018-12-10,Service & Parts,Meineke,Venture,debit,1,4,5,Auto & Transport,Input,Fixed,1.0,0.0,0.0,-48.95,6885.700000000004
2018-12-10,2018-12-10,Student Loan,Navi Ed Serv,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-330.0,6885.700000000004
2018-12-10,2018-12-10,Subscriptions,Netflix,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-10.99,6885.700000000004
2018-12-10,2018-12-10,VENMO,venmo,CHECKING,debit,1,8,6,Misc Expenses,Est,Reducable,0.0,35.0,0.0,-35.0,6885.700000000004
2018-12-11,2018-12-11,Student Loan,Dept Education Desc,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-152.9,6062.560000000004
2018-12-12,2018-12-12,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,5909.660000000004
2018-12-12,2018-12-12,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,34.75,17.375,-34.75,5909.660000000004
2018-12-12,2018-12-12,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,28.16,33.792,-28.16,5909.660000000004
2018-12-12,2018-12-12,Pharmacy,CVS,CHECKING,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-7.86,5909.660000000004
2018-12-13,2018-12-13,Groceries,Wal-Mart,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,80.57,96.68399999999998,-80.57,5835.890000000004
2018-12-14,2018-12-14,Baby Supplies,Amazon,XXXXXXXXXX0290,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-22.94,5755.320000000004
2018-12-14,2018-12-14,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.63,5.093,-4.63,5755.320000000004
2018-12-14,2018-12-14,Groceries,Wal-Mart,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,39.13,46.956,-39.13,5755.320000000004
2018-12-17,2018-12-17,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,5.72,6.292,-5.72,5688.620000000004
2018-12-17,2018-12-17,Electronics & Software,Wal-Mart,Venture,debit,1,10,4,Shopping,Input,Reducable,1.0,0.0,0.0,-139.0,5688.620000000004
2018-12-17,2018-12-17,Fast Food,Five Guys,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.3,3.15,-6.3,5688.620000000004
2018-12-17,2018-12-17,Fast Food,Pizza Hut,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.45,6.225,-12.45,5688.620000000004
2018-12-17,2018-12-17,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,34.29,17.145,-34.29,5688.620000000004
2018-12-17,2018-12-17,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,143.3,171.96,-143.3,5688.620000000004
2018-12-17,2018-12-17,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,6.84,8.208,-6.84,5688.620000000004
2018-12-17,2018-12-17,Hobbies,Shutterfly,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-6.99,5688.620000000004
2018-12-19,2018-12-19,Fast Food,McDonald's,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.16,6.08,-12.16,5333.730000000004
2018-12-19,2018-12-19,Fast Food,Tropical Smoothie Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.31,3.155,-6.31,5333.730000000004
2018-12-19,2018-12-19,Gifts & Donations,Amazon,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-18.99,5333.730000000004
2018-12-19,2018-12-19,Pharmacy,CVS,Venture,debit,1,6,4,Health & Fitness,Input,Reducable,0.7,0.0,0.0,-16.99,5333.730000000004
2018-12-20,2018-12-20,Fast Food,Tropical Smoothie Cafe,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,6.31,3.155,-6.31,5279.280000000004
2018-12-20,2018-12-20,Gifts & Donations,Amazon,Venture,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-9.99,5279.280000000004
2018-12-20,2018-12-20,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1457.18,5279.280000000004
2018-12-20,2018-12-20,Paycheck,Payroll Convenientmd Desc,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,958.08,5279.280000000004
2018-12-21,2018-12-21,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.27,3.5970000000000004,-3.27,7678.240000000004
