Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Amount,Transfer Type
2019-09-13,2019-09-13,Transfer,Transfer from 28931229-09S 09/13/2019 09:58 909574,CREDIT CARD,credit,1,-320.0,In
2019-09-13,2019-09-13,Transfer,Transfer from 28931229-09S 09/13/2019 16:10 914453,EMERSYN,credit,1,-10.0,In
2019-09-13,2019-09-13,Transfer,Transfer from 28931229-09S 09/13/2019 16:43 915096,SAFETY NET,credit,1,-10.0,In
2019-09-13,2019-09-13,Transfer,Transfer to 28931229-00S 09/13/2019 16:43 915096,CHECKING,debit,1,-10.0,Out
2019-09-13,2019-09-13,Transfer,Transfer to 28931229-02S 09/13/2019 09:58 909574,CHECKING,debit,1,-320.0,Out
2019-09-13,2019-09-13,Transfer,Transfer to 28931229-03S 09/13/2019 16:10 914453,CHECKING,debit,1,-10.0,Out
2019-09-17,2019-09-17,Transfer,28931229-00s 09/17/2019 10:40 957073,VISA STARTER,credit,1,-95.0,In
2019-09-17,2019-09-17,Transfer,28931229-01L 09/17/2019 10:40 957073,SAFETY NET,debit,1,-95.0,Out
2019-09-17,2019-09-17,Transfer,Transfer from 28931229-00S 09/17/2019 10:41 957082,EMERSYN,credit,1,-320.0,In
2019-09-17,2019-09-17,Transfer,Transfer to 28931229-03S 09/17/2019 10:41 957082,SAFETY NET,debit,1,-320.0,Out
2019-09-20,2019-09-20,Transfer,Transfer from 28931229-09S 09/20/2019 16:10 3715,EMERSYN,credit,1,-10.0,In
2019-09-20,2019-09-20,Transfer,Transfer to 28931229-03S 09/20/2019 16:10 3715,CHECKING,debit,1,-10.0,Out
2019-09-23,2019-09-23,Transfer,CAPITAL ONE MOBILE payment AuthDate 23-Sep,Venture,credit,1,-150.0,In
2019-09-23,2019-09-23,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-150.0,In
2019-09-23,2019-09-23,Transfer,Transfer from 28931229-02S 09/23/2019 12:50 33026,CHECKING,credit,1,-320.0,In
2019-09-23,2019-09-23,Transfer,Transfer to 28931229-09S 09/23/2019 12:50 33026,CREDIT CARD,debit,1,-320.0,Out
2019-09-24,2019-09-24,Transfer,CAPITAL ONE DESC: MOBILE payment,CHECKING,debit,1,-150.0,Out
2019-09-24,2019-09-24,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-150.0,Out
2019-09-25,2019-09-25,Transfer,Payroll  NHUS DESC: NHUC BEN,CHECKING,credit,1,-195.0,In
2019-09-26,2019-09-26,Transfer,28931229-01L 09/26/2019 07:07 68713,CHECKING,debit,1,-50.0,Out
2019-09-26,2019-09-26,Transfer,28931229-09s 09/26/2019 07:07 68713,VISA STARTER,credit,1,-50.0,In
2019-09-26,2019-09-26,Transfer,Transfer from 28931229-09S 09/26/2019 07:08 68726,MORTGAGE,credit,1,-240.0,In
2019-09-26,2019-09-26,Transfer,Transfer to 28931229-04S 09/26/2019 07:08 68726,CHECKING,debit,1,-240.0,Out
2019-09-27,2019-09-27,Transfer,Transfer from 28931229-09S 09/27/2019 16:10 99101,EMERSYN,credit,1,-10.0,In
2019-09-27,2019-09-27,Transfer,Transfer from 28931229-09S 09/27/2019 16:43 99838,SAFETY NET,credit,1,-10.0,In
2019-09-27,2019-09-27,Transfer,Transfer to 28931229-00S 09/27/2019 16:43 99838,CHECKING,debit,1,-10.0,Out
2019-09-27,2019-09-27,Transfer,Transfer to 28931229-03S 09/27/2019 16:10 99101,CHECKING,debit,1,-10.0,Out
2019-10-01,2019-10-01,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-400.0,In
2019-10-01,2019-10-01,Transfer,Transfer from 28931229-00S 10/01/2019 10:04 147950,CHECKING,credit,1,-296.52,In
2019-10-01,2019-10-01,Transfer,Transfer from 28931229-04S 10/01/2019 10:04 147938,CHECKING,credit,1,-1520.58,In
2019-10-01,2019-10-01,Transfer,Transfer to 28931229-09S 10/01/2019 10:04 147938,MORTGAGE,debit,1,-1520.58,Out
2019-10-01,2019-10-01,Transfer,Transfer to 28931229-09S 10/01/2019 10:04 147950,SAFETY NET,debit,1,-296.52,Out
2019-10-02,2019-10-02,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-400.0,Out
2019-10-04,2019-10-04,Transfer,Transfer from 28931229-09S 10/04/2019 16:10 208691,EMERSYN,credit,1,-10.0,In
2019-10-04,2019-10-04,Transfer,Transfer to 28931229-03S 10/04/2019 16:10 208691,CHECKING,debit,1,-10.0,Out
2019-10-07,2019-10-07,Transfer,Transfer from 28931229-05S 10/07/2019 18:20 245462,CHECKING,credit,1,-1000.0,In
2019-10-07,2019-10-07,Transfer,Transfer to 28931229-09S 10/07/2019 18:20 245462,TEXAS FUND,debit,1,-1000.0,Out
2019-10-09,2019-10-09,Transfer,CAPITAL ONE MOBILE payment AuthDate 09-Oct,Venture,credit,1,-70.58,In
2019-10-09,2019-10-09,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-729.93,In
2019-10-09,2019-10-09,Transfer,Transfer from 28931229-02S 10/09/2019 14:43 270231,CHECKING,credit,1,-751.29,In
2019-10-09,2019-10-09,Transfer,Transfer to 28931229-09S 10/09/2019 14:43 270231,CREDIT CARD,debit,1,-751.29,Out
2019-10-10,2019-10-10,Transfer,28931229-01L 10/10/2019 09:07 284629,CHECKING,debit,1,-53.96,Out
2019-10-10,2019-10-10,Transfer,28931229-09s 10/10/2019 09:07 284629,VISA STARTER,credit,1,-53.96,In
2019-10-10,2019-10-10,Transfer,CAPITAL ONE DESC: MOBILE payment,CHECKING,debit,1,-70.58,Out
2019-10-10,2019-10-10,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-729.93,Out
2019-10-11,2019-10-11,Transfer,Transfer from 28931229-09S 10/11/2019 16:10 309533,EMERSYN,credit,1,-10.0,In
2019-10-11,2019-10-11,Transfer,Transfer from 28931229-09S 10/11/2019 16:43 310268,SAFETY NET,credit,1,-10.0,In
2019-10-11,2019-10-11,Transfer,Transfer to 28931229-00S 10/11/2019 16:43 310268,CHECKING,debit,1,-10.0,Out
2019-10-11,2019-10-11,Transfer,Transfer to 28931229-03S 10/11/2019 16:10 309533,CHECKING,debit,1,-10.0,Out
2019-10-13,2019-10-13,Transfer,Transfer from 28931229-09S 10/13/2019 18:18 332512,CREDIT CARD,credit,1,-400.0,In
2019-10-13,2019-10-13,Transfer,Transfer to 28931229-02S 10/13/2019 18:18 332512,CHECKING,debit,1,-400.0,Out
2019-10-14,2019-10-14,Transfer,28931229-00s 10/14/2019 21:33 345114,VISA STARTER,credit,1,-408.52,In
2019-10-14,2019-10-14,Transfer,28931229-01L 10/14/2019 21:33 345114,SAFETY NET,debit,1,-408.52,Out
2019-10-16,2019-10-16,Transfer,CAPITAL ONE MOBILE payment AuthDate 16-Oct,Venture,credit,1,-209.58,In
2019-10-16,2019-10-16,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-795.57,In
2019-10-16,2019-10-16,Transfer,Transfer from 28931229-00S 10/16/2019 07:03 364002,CHECKING,credit,1,-600.0,In
2019-10-16,2019-10-16,Transfer,Transfer from 28931229-00S 10/16/2019 15:59 372064,CHECKING,credit,1,-350.0,In
2019-10-16,2019-10-16,Transfer,Transfer from 28931229-02S 10/16/2019 07:03 364007,CHECKING,credit,1,-400.0,In
2019-10-16,2019-10-16,Transfer,Transfer to 28931229-09S 10/16/2019 07:03 364002,SAFETY NET,debit,1,-600.0,Out
2019-10-16,2019-10-16,Transfer,Transfer to 28931229-09S 10/16/2019 07:03 364007,CREDIT CARD,debit,1,-400.0,Out
2019-10-16,2019-10-16,Transfer,Transfer to 28931229-09S 10/16/2019 15:59 372064,SAFETY NET,debit,1,-350.0,Out
2019-10-17,2019-10-17,Transfer,CAPITAL ONE DESC: MOBILE payment,CHECKING,debit,1,-209.58,Out
2019-10-17,2019-10-17,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-795.57,Out
2019-10-18,2019-10-18,Transfer,Transfer from 28931229-09S 10/18/2019 16:10 404471,EMERSYN,credit,1,-10.0,In
2019-10-18,2019-10-18,Transfer,Transfer to 28931229-03S 10/18/2019 16:10 404471,CHECKING,debit,1,-10.0,Out
2019-10-20,2019-10-20,Transfer,Transfer from 28931229-00S 10/20/2019 08:13 421360,CHECKING,credit,1,-300.0,In
2019-10-20,2019-10-20,Transfer,Transfer to 28931229-09S 10/20/2019 08:13 421360,SAFETY NET,debit,1,-300.0,Out
2019-10-21,2019-10-21,Transfer,WDH E PAYMENTS 855-762-5219 NH,Discover,debit,1,-307.05,Out
2019-10-22,2019-10-22,Transfer,Transfer from 28931229-00S 10/22/2019 21:34 454754,CREDIT CARD,credit,1,-2000.0,In
2019-10-22,2019-10-22,Transfer,Transfer from 28931229-05S 10/22/2019 21:34 454757,SAFETY NET,credit,1,-2000.5,In
2019-10-22,2019-10-22,Transfer,Transfer to 28931229-00S 10/22/2019 21:34 454757,TEXAS FUND,debit,1,-2000.5,Out
2019-10-22,2019-10-22,Transfer,Transfer to 28931229-02S 10/22/2019 21:34 454754,SAFETY NET,debit,1,-2000.0,Out
2019-10-24,2019-10-24,Transfer,Transfer from 28931229-09S 10/24/2019 07:42 473529,SAFETY NET,credit,1,-500.0,In
2019-10-24,2019-10-24,Transfer,Transfer from 28931229-09S 10/24/2019 07:43 473546,EMERSYN,credit,1,-70.0,In
2019-10-24,2019-10-24,Transfer,Transfer to 28931229-00S 10/24/2019 07:42 473529,CHECKING,debit,1,-500.0,Out
2019-10-24,2019-10-24,Transfer,Transfer to 28931229-03S 10/24/2019 07:43 473546,CHECKING,debit,1,-70.0,Out
2019-10-25,2019-10-25,Transfer,Transfer from 28931229-09S 10/25/2019 16:10 495946,EMERSYN,credit,1,-10.0,In
2019-10-25,2019-10-25,Transfer,Transfer from 28931229-09S 10/25/2019 16:43 496760,SAFETY NET,credit,1,-10.0,In
2019-10-25,2019-10-25,Transfer,Transfer to 28931229-00S 10/25/2019 16:43 496760,CHECKING,debit,1,-10.0,Out
2019-10-25,2019-10-25,Transfer,Transfer to 28931229-03S 10/25/2019 16:10 495946,CHECKING,debit,1,-10.0,Out
2019-10-27,2019-10-27,Transfer,Transfer from 28931229-00S 10/27/2019 07:12 512223,CHECKING,credit,1,-73.71,In
2019-10-27,2019-10-27,Transfer,Transfer from 28931229-02S 10/27/2019 16:57 518173,CHECKING,credit,1,-2000.0,In
2019-10-27,2019-10-27,Transfer,Transfer to 28931229-09S 10/27/2019 07:12 512223,SAFETY NET,debit,1,-73.71,Out
2019-10-27,2019-10-27,Transfer,Transfer to 28931229-09S 10/27/2019 16:57 518173,CREDIT CARD,debit,1,-2000.0,Out
2019-10-28,2019-10-28,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-1896.3,Out
2019-10-28,2019-10-28,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-1896.3,In
2019-11-01,2019-11-01,Transfer,Transfer from 28931229-09S 11/01/2019 16:10 609116,EMERSYN,credit,1,-10.0,In
2019-11-01,2019-11-01,Transfer,Transfer to 28931229-03S 11/01/2019 16:10 609116,CHECKING,debit,1,-10.0,Out
2019-11-04,2019-11-04,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-1000.0,In
2019-11-04,2019-11-04,Transfer,Transfer from 28931229-00S 11/04/2019 10:51 650519,CHECKING,credit,1,-1000.0,In
2019-11-04,2019-11-04,Transfer,Transfer to 28931229-09S 11/04/2019 10:51 650519,SAFETY NET,debit,1,-1000.0,Out
2019-11-05,2019-11-05,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-1000.0,Out
2019-11-07,2019-11-07,Transfer,Transfer from 28931229-09S 11/07/2019 08:39 697696,CREDIT CARD,credit,1,-150.0,In
2019-11-07,2019-11-07,Transfer,Transfer from 28931229-09S 11/07/2019 08:39 697701,SAFETY NET,credit,1,-600.0,In
2019-11-07,2019-11-07,Transfer,Transfer to 28931229-00S 11/07/2019 08:39 697701,CHECKING,debit,1,-600.0,Out
2019-11-07,2019-11-07,Transfer,Transfer to 28931229-02S 11/07/2019 08:39 697696,CHECKING,debit,1,-150.0,Out
2019-11-08,2019-11-08,Transfer,Transfer from 28931229-09S 11/08/2019 14:15 719544,CREDIT CARD,credit,1,-300.0,In
2019-11-08,2019-11-08,Transfer,Transfer from 28931229-09S 11/08/2019 16:10 721359,EMERSYN,credit,1,-10.0,In
2019-11-08,2019-11-08,Transfer,Transfer from 28931229-09S 11/08/2019 16:43 722170,SAFETY NET,credit,1,-10.0,In
2019-11-08,2019-11-08,Transfer,Transfer to 28931229-00S 11/08/2019 16:43 722170,CHECKING,debit,1,-10.0,Out
2019-11-08,2019-11-08,Transfer,Transfer to 28931229-02S 11/08/2019 14:15 719544,CHECKING,debit,1,-300.0,Out
2019-11-08,2019-11-08,Transfer,Transfer to 28931229-03S 11/08/2019 16:10 721359,CHECKING,debit,1,-10.0,Out
2019-11-12,2019-11-12,Transfer,CAPITAL ONE DESC: ONLINE payment,CHECKING,debit,1,-4.5,Out
2019-11-15,2019-11-15,Transfer,Transfer from 28931229-09S 11/15/2019 16:10 825423,EMERSYN,credit,1,-10.0,In
2019-11-15,2019-11-15,Transfer,Transfer to 28931229-03S 11/15/2019 16:10 825423,CHECKING,debit,1,-10.0,Out
2019-11-16,2019-11-16,Transfer,28931229-00s 11/16/2019 08:46 834690,VISA STARTER,credit,1,-22.97,In
2019-11-16,2019-11-16,Transfer,28931229-01L 11/16/2019 08:46 834690,SAFETY NET,debit,1,-22.97,Out
2019-11-16,2019-11-16,Transfer,Transfer from 28931229-00S 11/16/2019 08:45 834678,EMERSYN,credit,1,-260.0,In
2019-11-16,2019-11-16,Transfer,Transfer from 28931229-00S 11/16/2019 08:47 834713,CREDIT CARD,credit,1,-2600.0,In
2019-11-16,2019-11-16,Transfer,Transfer to 28931229-02S 11/16/2019 08:47 834713,SAFETY NET,debit,1,-2600.0,Out
2019-11-16,2019-11-16,Transfer,Transfer to 28931229-03S 11/16/2019 08:45 834678,SAFETY NET,debit,1,-260.0,Out
2019-11-17,2019-11-17,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-2953.35,In
2019-11-17,2019-11-17,Transfer,Transfer from 28931229-00S 11/17/2019 17:16 851278,CHECKING,credit,1,-250.0,In
2019-11-17,2019-11-17,Transfer,Transfer from 28931229-02S 11/17/2019 17:56 851671,CHECKING,credit,1,-3000.0,In
2019-11-17,2019-11-17,Transfer,Transfer to 28931229-09S 11/17/2019 17:16 851278,SAFETY NET,debit,1,-250.0,Out
2019-11-17,2019-11-17,Transfer,Transfer to 28931229-09S 11/17/2019 17:56 851671,CREDIT CARD,debit,1,-3000.0,Out
2019-11-18,2019-11-18,Transfer,Transfer from 28931229-00S 11/18/2019 07:50 856019,CHECKING,credit,1,-150.0,In
2019-11-18,2019-11-18,Transfer,Transfer to 28931229-09S 11/18/2019 07:50 856019,SAFETY NET,debit,1,-150.0,Out
2019-11-19,2019-11-19,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-2953.35,Out
2019-11-21,2019-11-21,Transfer,Transfer from 28931229-09S 11/21/2019 06:59 898454,SAFETY NET,credit,1,-600.0,In
2019-11-21,2019-11-21,Transfer,Transfer from 28931229-09S 11/21/2019 07:00 898470,CREDIT CARD,credit,1,-250.0,In
2019-11-21,2019-11-21,Transfer,Transfer to 28931229-00S 11/21/2019 06:59 898454,CHECKING,debit,1,-600.0,Out
2019-11-21,2019-11-21,Transfer,Transfer to 28931229-02S 11/21/2019 07:00 898470,CHECKING,debit,1,-250.0,Out
2019-11-22,2019-11-22,Transfer,Transfer from 28931229-09S 11/22/2019 16:10 922008,EMERSYN,credit,1,-10.0,In
2019-11-22,2019-11-22,Transfer,Transfer from 28931229-09S 11/22/2019 16:43 922770,SAFETY NET,credit,1,-10.0,In
2019-11-22,2019-11-22,Transfer,Transfer to 28931229-00S 11/22/2019 16:43 922770,CHECKING,debit,1,-10.0,Out
2019-11-22,2019-11-22,Transfer,Transfer to 28931229-03S 11/22/2019 16:10 922008,CHECKING,debit,1,-10.0,Out
2019-11-25,2019-11-25,Transfer,Transfer from 28931229-00S 11/25/2019 17:48 958169,CREDIT CARD,credit,1,-600.1,In
2019-11-25,2019-11-25,Transfer,Transfer to 28931229-02S 11/25/2019 17:48 958169,SAFETY NET,debit,1,-600.1,Out
2019-11-26,2019-11-26,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-1300.0,In
2019-11-26,2019-11-26,Transfer,Transfer from 28931229-02S 11/26/2019 15:05 976182,CHECKING,credit,1,-1296.0,In
2019-11-26,2019-11-26,Transfer,Transfer to 28931229-09S 11/26/2019 15:05 976182,CREDIT CARD,debit,1,-1296.0,Out
2019-11-27,2019-11-27,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-1300.0,Out
2019-11-29,2019-11-29,Transfer,Transfer from 28931229-09S 11/29/2019 16:10 26706,EMERSYN,credit,1,-10.0,In
2019-11-29,2019-11-29,Transfer,Transfer to 28931229-03S 11/29/2019 16:10 26706,CHECKING,debit,1,-10.0,Out
2019-12-03,2019-12-03,Transfer,28931229-00s 12/03/2019 10:49 90496,VISA STARTER,credit,1,-113.92,In
2019-12-03,2019-12-03,Transfer,28931229-01L 12/03/2019 10:49 90496,SAFETY NET,debit,1,-113.92,Out
2019-12-06,2019-12-06,Transfer,Transfer from 28931229-09S 12/06/2019 08:08 141444,CREDIT CARD,credit,1,-600.0,In
2019-12-06,2019-12-06,Transfer,Transfer from 28931229-09S 12/06/2019 16:10 148977,EMERSYN,credit,1,-10.0,In
2019-12-06,2019-12-06,Transfer,Transfer from 28931229-09S 12/06/2019 16:43 149727,SAFETY NET,credit,1,-10.0,In
2019-12-06,2019-12-06,Transfer,Transfer to 28931229-00S 12/06/2019 16:43 149727,CHECKING,debit,1,-10.0,Out
2019-12-06,2019-12-06,Transfer,Transfer to 28931229-02S 12/06/2019 08:08 141444,CHECKING,debit,1,-600.0,Out
2019-12-06,2019-12-06,Transfer,Transfer to 28931229-03S 12/06/2019 16:10 148977,CHECKING,debit,1,-10.0,Out
2019-12-10,2019-12-10,Transfer,Share Deposit,HOLIDAY CLUB SAVINGS,credit,1,-5000.0,In
2019-12-10,2019-12-10,Transfer,Share Withdrawal,SAFETY NET,debit,1,-5000.0,Out
2019-12-13,2019-12-13,Transfer,Transfer from 28931229-09S 12/13/2019 16:10 255017,EMERSYN,credit,1,-10.0,In
2019-12-13,2019-12-13,Transfer,Transfer to 28931229-03S 12/13/2019 16:10 255017,CHECKING,debit,1,-10.0,Out
2019-12-16,2019-12-16,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-950.0,In
2019-12-16,2019-12-16,Transfer,Transfer from 28931229-00S 12/16/2019 09:46 288536,CHECKING,credit,1,-900.0,In
2019-12-16,2019-12-16,Transfer,Transfer to 28931229-09S 12/16/2019 09:46 288536,SAFETY NET,debit,1,-900.0,Out
2019-12-17,2019-12-17,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-950.0,Out
2019-12-19,2019-12-19,Transfer,Transfer from 28931229-09S 12/19/2019 09:30 334540,SAFETY NET,credit,1,-600.0,In
2019-12-19,2019-12-19,Transfer,Transfer from 28931229-09S 12/19/2019 09:30 334543,CREDIT CARD,credit,1,-200.0,In
2019-12-19,2019-12-19,Transfer,Transfer to 28931229-00S 12/19/2019 09:30 334540,CHECKING,debit,1,-600.0,Out
2019-12-19,2019-12-19,Transfer,Transfer to 28931229-02S 12/19/2019 09:30 334543,CHECKING,debit,1,-200.0,Out
2019-12-20,2019-12-20,Transfer,Transfer from 28931229-09S 12/20/2019 16:10 356851,EMERSYN,credit,1,-10.0,In
2019-12-20,2019-12-20,Transfer,Transfer from 28931229-09S 12/20/2019 16:43 357670,SAFETY NET,credit,1,-10.0,In
2019-12-20,2019-12-20,Transfer,Transfer to 28931229-00S 12/20/2019 16:43 357670,CHECKING,debit,1,-10.0,Out
2019-12-20,2019-12-20,Transfer,Transfer to 28931229-03S 12/20/2019 16:10 356851,CHECKING,debit,1,-10.0,Out
2019-12-23,2019-12-23,Transfer,Transfer from 28931229-09S 12/23/2019 17:56 395286,CREDIT CARD,credit,1,-100.0,In
2019-12-23,2019-12-23,Transfer,Transfer to 28931229-02S 12/23/2019 17:56 395286,CHECKING,debit,1,-100.0,Out
2019-12-24,2019-12-24,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-900.0,In
2019-12-24,2019-12-24,Transfer,Transfer from 28931229-02S 12/24/2019 08:32 401114,CHECKING,credit,1,-900.26,In
2019-12-24,2019-12-24,Transfer,Transfer to 28931229-09S 12/24/2019 08:32 401114,CREDIT CARD,debit,1,-900.26,Out
2019-12-24,2019-12-24,Transfer,Venmo,CHECKING,debit,1,-50.0,Out
2019-12-26,2019-12-26,Transfer,28931229-00s 12/26/2019 09:20 421849,VISA STARTER,credit,1,-15.81,In
2019-12-26,2019-12-26,Transfer,28931229-01L 12/26/2019 09:20 421849,SAFETY NET,debit,1,-15.81,Out
2019-12-26,2019-12-26,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-900.0,Out
2019-12-27,2019-12-27,Transfer,Transfer from 28931229-09S 12/27/2019 16:10 451318,EMERSYN,credit,1,-10.0,In
2019-12-27,2019-12-27,Transfer,Transfer to 28931229-03S 12/27/2019 16:10 451318,CHECKING,debit,1,-10.0,Out
2019-12-28,2019-12-28,Transfer,Transfer from 28931229-00S 12/28/2019 08:04 459950,EMERSYN,credit,1,-300.0,In
2019-12-28,2019-12-28,Transfer,Transfer from 28931229-03S 12/28/2019 14:56 465813,CREDIT CARD,credit,1,-300.0,In
2019-12-28,2019-12-28,Transfer,Transfer to 28931229-02S 12/28/2019 14:56 465813,EMERSYN,debit,1,-300.0,Out
2019-12-28,2019-12-28,Transfer,Transfer to 28931229-03S 12/28/2019 08:04 459950,SAFETY NET,debit,1,-300.0,Out
2019-12-29,2019-12-29,Transfer,Transfer from 28931229-00S 12/29/2019 12:07 474043,CHECKING,credit,1,-100.0,In
2019-12-29,2019-12-29,Transfer,Transfer to 28931229-09S 12/29/2019 12:07 474043,SAFETY NET,debit,1,-100.0,Out
2019-12-30,2019-12-30,Transfer,Transfer from 28931229-00S 12/30/2019 09:51 483317,CREDIT CARD,credit,1,-307.58,In
2019-12-30,2019-12-30,Transfer,Transfer to 28931229-02S 12/30/2019 09:51 483317,SAFETY NET,debit,1,-307.58,Out
2019-12-30,2019-12-30,Transfer,Transfer to Share Draft Transfer from 28931229-00S,CHECKING,credit,1,-100.0,In
2019-12-30,2019-12-30,Transfer,Transfer to Share Draft Transfer to 28931229-09S,SAFETY NET,debit,1,-100.0,Out
2020-01-02,2020-01-02,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-987.22,In
2020-01-02,2020-01-02,Transfer,Transfer from 28931229-02S 01/02/2020 08:38 533904,CHECKING,credit,1,-607.77,In
2020-01-02,2020-01-02,Transfer,Transfer from 28931229-09S 01/02/2020 08:37 533885,SAFETY NET,credit,1,-80.0,In
2020-01-02,2020-01-02,Transfer,Transfer from 28931229-09S 01/02/2020 08:40 533933,EMERSYN,credit,1,-37.0,In
2020-01-02,2020-01-02,Transfer,Transfer from 28931229-09S 01/02/2020 12:31 539719,CREDIT CARD,credit,1,-200.0,In
2020-01-02,2020-01-02,Transfer,Transfer from 28931229-09S 01/02/2020 12:32 539749,SAFETY NET,credit,1,-400.0,In
2020-01-02,2020-01-02,Transfer,Transfer to 28931229-00S 01/02/2020 08:37 533885,CHECKING,debit,1,-80.0,Out
2020-01-02,2020-01-02,Transfer,Transfer to 28931229-00S 01/02/2020 12:32 539749,CHECKING,debit,1,-400.0,Out
2020-01-02,2020-01-02,Transfer,Transfer to 28931229-02S 01/02/2020 12:31 539719,CHECKING,debit,1,-200.0,Out
2020-01-02,2020-01-02,Transfer,Transfer to 28931229-03S 01/02/2020 08:40 533933,CHECKING,debit,1,-37.0,Out
2020-01-02,2020-01-02,Transfer,Transfer to 28931229-09S 01/02/2020 08:38 533904,CREDIT CARD,debit,1,-607.77,Out
2020-01-03,2020-01-03,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-987.22,Out
2020-01-03,2020-01-03,Transfer,Transfer from 28931229-09S 01/03/2020 16:10 564240,EMERSYN,credit,1,-10.0,In
2020-01-03,2020-01-03,Transfer,Transfer from 28931229-09S 01/03/2020 16:43 565123,SAFETY NET,credit,1,-10.0,In
2020-01-03,2020-01-03,Transfer,Transfer to 28931229-00S 01/03/2020 16:43 565123,CHECKING,debit,1,-10.0,Out
2020-01-03,2020-01-03,Transfer,Transfer to 28931229-03S 01/03/2020 16:10 564240,CHECKING,debit,1,-10.0,Out
2020-01-10,2020-01-10,Transfer,Transfer from 28931229-09S 01/10/2020 16:10 664511,EMERSYN,credit,1,-10.0,In
2020-01-10,2020-01-10,Transfer,Transfer to 28931229-03S 01/10/2020 16:10 664511,CHECKING,debit,1,-10.0,Out
2020-01-11,2020-01-11,Transfer,Transfer from 28931229-00S 01/11/2020 10:12 676454,CHECKING,credit,1,-110.0,In
2020-01-11,2020-01-11,Transfer,Transfer from 28931229-00S 01/11/2020 10:12 676458,CREDIT CARD,credit,1,-300.0,In
2020-01-11,2020-01-11,Transfer,Transfer to 28931229-02S 01/11/2020 10:12 676458,SAFETY NET,debit,1,-300.0,Out
2020-01-11,2020-01-11,Transfer,Transfer to 28931229-09S 01/11/2020 10:12 676454,SAFETY NET,debit,1,-110.0,Out
2020-01-16,2020-01-16,Transfer,INTERNET PAYMENT - THANK YOU,Discover,credit,1,-878.03,In
2020-01-16,2020-01-16,Transfer,Transfer from 28931229-00S 01/16/2020 09:22 750379,CHECKING,credit,1,-250.0,In
2020-01-16,2020-01-16,Transfer,Transfer from 28931229-02S 01/16/2020 09:20 750342,CHECKING,credit,1,-500.0,In
2020-01-16,2020-01-16,Transfer,Transfer from 28931229-08S 01/16/2020 10:18 751549,CHECKING,credit,1,-300.0,In
2020-01-16,2020-01-16,Transfer,Transfer from 28931229-09S 01/16/2020 09:19 750302,SAFETY NET,credit,1,-1000.0,In
2020-01-16,2020-01-16,Transfer,Transfer to 28931229-00S 01/16/2020 09:19 750302,CHECKING,debit,1,-1000.0,Out
2020-01-16,2020-01-16,Transfer,Transfer to 28931229-09S 01/16/2020 09:20 750342,CREDIT CARD,debit,1,-500.0,Out
2020-01-16,2020-01-16,Transfer,Transfer to 28931229-09S 01/16/2020 09:22 750379,SAFETY NET,debit,1,-250.0,Out
2020-01-16,2020-01-16,Transfer,Transfer to 28931229-09S 01/16/2020 10:18 751549,HOLIDAY CLUB SAVINGS,debit,1,-300.0,Out
2020-01-17,2020-01-17,Transfer,DISCOVER DESC: E-PAYMENT,CHECKING,debit,1,-878.03,Out
2020-01-17,2020-01-17,Transfer,Transfer from 28931229-09S 01/17/2020 16:10 773447,EMERSYN,credit,1,-10.0,In
2020-01-17,2020-01-17,Transfer,Transfer from 28931229-09S 01/17/2020 16:43 774247,SAFETY NET,credit,1,-10.0,In
2020-01-17,2020-01-17,Transfer,Transfer to 28931229-00S 01/17/2020 16:43 774247,CHECKING,debit,1,-10.0,Out
2020-01-17,2020-01-17,Transfer,Transfer to 28931229-03S 01/17/2020 16:10 773447,CHECKING,debit,1,-10.0,Out
2020-01-24,2020-01-24,Transfer,Transfer from 28931229-00S 01/24/2020 07:13 857728,CREDIT CARD,credit,1,-200.0,In
2020-01-24,2020-01-24,Transfer,Transfer from 28931229-00S 01/24/2020 07:13 857733,CHECKING,credit,1,-60.98,In
